SYMBOL COLO829_SKIN
OR8H3 -0.0818
OR5T3 -0.0818
OR5T1 -0.0818
OR8K1 -0.0818
OR5M9 -0.0818
OR5M10 -0.0818
OR5M1 -0.0818
OR9G1 -0.0818
OR5AK2 -0.0818
OR5B2 -0.0818
OR5B12 -0.0818
OR5AN1 -0.0818
OR4D10 -0.0818
OR4D9 -0.0818
LAG3 -0.0267
OR10V1 -0.0818
LRRC10B -0.0818
GPR152 -0.0818
DOC2GP -0.0818
GUCY2EP -0.0818
TRIM77P -0.0968
FOLR4 -0.0789
KDM4E -0.0789
BSX -0.083
OR6X1 -0.083
OR6M1 -0.083
OR10G4 -0.083
OR10G7 -0.083
OR8B3 -0.083
OR8A1 -0.083
LAIR1 -0.0696
OR6C1 -0.0051
OR6C75 -0.0051
OR6C76 -0.0051
OR6C70 -0.0051
LAIR2 -0.0696
OR4N2 -0.053
OR4K2 -0.053
OR4K13 -0.053
OR4K17 -0.053
OR4N5 -0.053
OR11G2 -0.053
OR11H4 -0.053
RNASE9 -0.053
OR5AU1 -0.053
GOLGA8E -0.0018
OR4M2 -0.213
OR4N3P -0.213
HERC2P10 -0.5255
KBTBD13 -0.5658
UBAP1L -0.5658
SKOR1 -0.5658
LALBA -0.0051
ANKRD34C -0.5658
GDPGP1 0.3849
OR4F6 0.3831
OR4F15 0.3831
OR4F13P 0.3831
LOC390660 -0.5658
C1QTNF8 0.1559
PTX4 0.1559
LOC390705 -0.2323
CES1P2 -0.567
PABPN1L -0.5482
OR3A4P 0.0663
ARL5C 0.0363
KRT39 0.0363
LAMA2 -0.0287
OACYLP -0.0112
ONECUT3 -0.0298
OR7G2 -0.0298
OR7G3 -0.0298
OR7A10 -0.0182
LAMA3 0.0042
NUDT19 -0.0182
ZNF793 -0.0182
PAPL -0.0182
PINLYP -0.0019
ZNF805 -0.0132
HES3 -1e-04
PRAMEF12 -0.0204
RHOG 0.0721
LAMA4 -0.0287
PRAMEF21 -0.0204
PRAMEF18 -0.0204
PRAMEF17 -0.0204
PLA2G2C 0
SKINTL -0.014
UOX 0
FRRS1 -0.5702
LAMA5 0.3857
VHLL 0.307
OR10K2 0.307
OR10K1 0.307
OR6Y1 0.307
OR6K3 0.307
VSIG8 0.307
OR11L1 0.3195
OR2L8 0.3195
OR2AK2 0.3195
OR2L3 0.3195
OR2M2 0.3195
OR2T33 0.3195
OR2M7 0.3195
LAMB1 0.3809
OR2G6 0.3195
SPINT4 0.3857
SUMO1P1 0.3857
ANKRD20A11P -0.013
LAMB2 0.3596
LOC391322 -0.934
PTRHD1 0.014
SULT6B1 0.0046
LAMB3 0.2981
DYTN -0.0132
LAMC1 0.3004
VENTXP7 -0.589
LAMP1 0.1709
USP17L6P -0.4983
USP17 -0.4983
HSP90AB2P -0.504
TRIM61 0.2734
HELT 0.317
LAMC2 0.3004
ARHGAP1 0.0473
LAMP2 0.0192
RPSA 0.3834
OR2A25 0.8768
USP17L8 0.1755
LOC392196 0.1755
USP17L7 0.1755
LOC392232 0.1324
GDF6 0.1336
FAM221B 0.3263
OR13J1 0.3263
CTSL3 0.2966
LOC392364 0.2966
OR13C2 0.294
OR1L6 0.2865
OR5C1 0.2865
OR1K1 0.2865
LCN9 0.2865
CXXC1P1 0.0182
GLOD5 0.0182
FLJ44635 0.0182
STMN1 -0.0413
ARL13A 0.0182
ELFN1 0.3951
AGMO 0.3951
LASP1 0.0363
GRID2IP 0.3951
LBP 0.3857
ARHGAP4 0.0192
LBR 0.31
OR2A5 0.8768
LCAT -0.5103
LCK -0.014
LCN1 0.2865
LCN2 0.2865
LCP1 0.1303
LCP2 -0.5762
LCT -0.0117
LDHA 0.0721
ARHGAP5 -0.0074
MUC21 0.3386
LDHB 0.003
LDHC 0.0721
LDLR -0.0182
ARHGAP6 -0.0036
LECT2 -0.5807
LEP 0.8841
LEPR -0.014
LETM1 -0.4983
LFNG 0.3951
LGALS1 0.3892
LGALS2 0.3892
LGALS3 -0.0193
LGALS3BP 0.0659
ARHGDIA 0.0667
LGALS4 -0.0182
LGALS7 -0.0182
LGALS8 0.3195
LGALS9 0.0419
ARHGDIB -0.0123
LHB -0.0195
LHCGR 0.0026
LHX1 0.0363
LIF 0.3861
LIFR -0.5556
LIG1 -0.0195
ARHGDIG 0.1824
LIG3 0.0656
LIG4 0.1709
LIM2 -0.0195
ABLIM1 -0.5557
LIMK1 0.3602
LIMK2 0.3861
LIMS1 0.0086
LIPA -0.5557
RHOH -0.553
LIPC -0.5658
LIPE -0.0182
FADS1 -0.0818
LLGL2 0.0659
SPRED3 -0.0182
TMEM200B -0.0413
FADS3 -0.0818
SLC25A35 0.0663
LLGL1 0.0438
MEX3D -0.0298
FAM102A 0.2865
LINC00086 0.0192
ZNF321P -0.0195
RPL13AP17 0.3602
HEATR4 -0.0193
MYO18A 0.0419
SHC4 -0.5658
CTXN2 -0.5658
LINC00200 -0.5769
LOC399708 -0.5769
LOC399715 -0.5823
FLJ45983 -0.0221
C10orf114 -0.0221
LOC399744 -0.5496
ACTR3BP5 -0.5496
LOC399753 -0.1488
LMAN1 -0.0112
FLJ41350 -0.5557
C10orf120 -0.5297
LOC399815 -0.5297
METTL10 -0.5297
FLJ37035 -0.5297
FOXI2 -0.5297
FLJ46300 -0.5297
LOC399829 -0.5297
SPRNP1 -0.5297
FLJ45445 -0.0298
NAV2-AS4 0.0849
HNRNPKP3 0.0473
FAM180B 0.0473
PCNXL3 -0.0818
FLJ42102 -0.0818
C11orf87 -0.083
C11orf92 -0.083
C11orf88 -0.083
MIR100HG -0.083
PATE2 -0.083
PATE4 -0.083
FLJ39051 -0.083
SNX19 -0.083
ASIC2 0.0656
ARL1 -0.012
LMNA 0.307
LOC400027 -0.0051
LOC400043 -0.0051
FLJ41278 -0.0051
MKRN9P 0.0088
C12orf76 -0.012
LOC400084 -0.012
FLJ37505 -0.012
LMNB1 -0.5807
SERTM1 0.1493
LINC00547 0.1658
LINC00548 0.1303
C13orf35 0.1709
FLJ22447 -0.0193
PLEKHD1 -0.0193
FOXN3-AS1 -0.0193
LINC00642 -0.0193
DICER1-AS1 -0.0193
C14orf180 -0.0193
HERC2P2 3.268
C15orf53 -0.5658
C15orf54 -0.5658
LMO1 0.0721
ST20 -0.5658
FAM174B 0.3849
LOC400456 0.3849
LMO2 0.0849
BCAR4 0.1723
C16orf88 0.1616
CRYM-AS1 0.1616
FLJ21408 0.1337
FLJ26245 -0.5298
LOC400548 -0.5482
FOXF1-AS1 -0.5482
LOC400558 -0.5482
C17orf97 0.0663
MED11 0.0663
KRT16P2 0.0663
GRAPL 0.0419
C17orf102 0.0656
TOB1-AS1 0.0659
KCNJ2-AS1 0.0659
LINC00511 0.0659
LOC400620 0.0659
FLJ45079 0.0659
TEX19 0.0667
LINC00668 -0.5426
LOC400654 -0.0255
LOC400655 0.0176
LOC400657 0.0176
PRSS57 -0.0298
VMAC -0.0298
LOC400680 -0.0182
LOC400684 -0.0182
LOC400685 -0.0182
LGALS17A -0.0182
PRICKLE3 0.0182
SIGLEC16 -0.0195
FLJ26850 -0.0195
ZNF880 -0.0195
ZNF772 -0.0132
PRAMEF4 -0.0204
PRAMEF13 -0.0204
SH2D5 0
NCMAP -0.029
LOC400752 -0.014
C1orf141 -0.014
GBP1P1 -0.5925
FLJ27354 -0.5925
MIR137HG -0.5702
C1orf226 0.307
LOC400794 0.307
C1orf220 0.3004
LMO7 0.1343
C1orf140 0.3267
NBPF9 -0.0083
FAM177B 0.3267
DEFB132 0.3708
C20orf202 0.3708
FLJ33581 0.3857
LINC00114 -0.0095
LOC400891 0.4027
BCRP2 0.4027
LMX1A 0.307
CHCHD10 0.4337
LOC400927 0.3892
MIRLET7BHG 0.3799
FLJ46257 0.3799
IL17REL 0.3799
LOC400940 0.014
LINC00487 0.014
FLJ12334 0.014
C2orf91 0.0026
UNQ6975 0.0026
EML6 0.0026
FLJ30838 0.0026
FLJ16341 0.0026
LOC400958 0.0026
PCBP1-AS1 0.0026
PAIP2B 0.0026
FLJ42351 0.0022
PHOX2A -0.0818
LMX1B 0.2865
LOC401010 0.0257
DKFZp686O1327 -0.0117
HOXD-AS1 -0.0132
FSIP2 -0.0132
C2orf66 -0.0132
ASB18 -0.0055
FLJ43879 -0.0055
LOC401052 -0.589
IQCF3 0.3596
LOC401074 0.3844
FLJ22763 0.3637
FLJ25363 0.3637
C3orf72 0.3627
LOC401093 0.3627
C3orf80 0.3627
FLJ46066 0.3601
FLJ42393 0.3601
FLJ34208 0.3758
LOC401109 0.3634
C4orf48 -0.4983
DTHD1 -0.553
LOC401127 -0.553
LOC401134 0.3239
SYT14L 0.3239
TMPRSS11BNL 0.3239
C4orf40 0.2909
AMTN 0.2909
FAM190A 0.2909
FLJ14186 0.303
C4orf3 0.303
LOC401164 0.3672
FLJ33360 -0.5601
LOC401177 -0.535
RGS7BP -0.5792
LNPEP -0.5813
C5orf63 -0.5807
DKFZP686I15217 0.3411
HTATSF1P2 0.3411
FLJ23152 0.3411
LINC00340 0.3533
LOC401242 0.3271
MCCD1 0.3386
SAPCD1 0.3386
LINC00336 0.3405
RAB44 0.3405
FLJ41649 0.3405
CRIP3 0.3405
KLHL31 0.3405
DKFZp451B082 -0.0287
TCP10L2 -0.0287
LINC00242 -0.0287
VWA5A -0.083
ZNF815P 0.3951
LOC401320 0.383
LOC401321 0.383
LOC401324 0.383
RASA4CP 0.383
C7orf65 0.383
FLJ45974 0.383
GTF2IRD2P1 0.3602
LRRD1 0.4021
FLJ42280 0.4021
LOC401397 0.3809
PRRT4 0.8841
LOR 0.307
RAB19 0.8859
OR2A7 0.3685
ATP6V0E2-AS1 0.3685
USP17L1P 0.6549
LOC401463 0.1324
C8orf59 0.1336
SAMD12 0.1492
FLJ35024 -0.5827
FLJ41200 -0.551
PTPLAD2 -0.551
LOC401497 0.3263
TMEM215 0.3263
LOX -0.5787
TOMM5 0.3263
FAM74A1 0.3263
FAM74A4 0.2027
C9orf170 0.2966
CENPP 0.294
C9orf152 0.294
SNX30 0.294
WDR38 0.2865
LOC401557 0.2865
LCNL1 0.2865
C9orf139 0.2865
FAM166A 0.2865
CD99P1 -0.0928
ZNF674-AS1 0.0182
LOXL1 -0.5658
SLC25A53 0.0182
DKFZp686D0853 0.0182
GOLGA7B -0.5557
OR51T1 0.0721
OR51A4 0.0721
OR51A2 0.0721
LOXL2 0.1737
FIGNL2 -0.0051
LPA -0.0287
MGC57346 0.0491
ZNF833P -0.0182
RNF223 -1e-04
PRAMEF3 -0.0204
LDLRAD2 -0.029
LOC401980 0.2981
ZNF847P 0.31
OR2T2 0.3195
OR2T5 0.3195
OR14I1 0.3191
ARL2 -0.0818
SRRD 0.3861
VWC2L -0.0026
OR5K2 0.3637
LOC402160 -0.4983
RPL21P44 0.3239
LPL 0.1737
SOHLH1 0.2865
XKRX 0.0182
FLJ45340 0.8841
LPO 0.0659
KPNA7 0.3519
C7orf61 0.3519
LPP 0.3601
IGLON5 -0.0195
UFSP1 0.3615
IFITM10 0.0721
LOC402779 -0.014
ARL3 -0.5557
OR2T27 0.3191
OR2T35 0.3191
OR4A47 0.0473
OR4C45 0.0473
OR5H14 0.3637
OR5H15 0.3637
OR5K3 0.3637
OR5K4 0.3637
OR6C65 -0.0051
OR6C68 -0.0051
LRMP 0.003
PPAPDC2 -0.5827
APOBEC4 0.3004
FAM92A1P2 0.317
DEFB133 0.3405
ZBTB34 0.2865
LRCH4 0.3519
LRP1 -0.0051
LRP2 -0.0132
LRP3 -0.0182
LRP4 0.0473
LRP6 -0.0123
HAPLN4 -0.0182
CUEDC1 0.0659
LRP5 -0.0818
WDFY3-AS2 0.2909
SPINK6 -0.5762
CTXN1 -0.0298
C6orf201 0.3411
HOXB-AS3 0.0659
YY2 -0.0036
LRPAP1 -0.4983
LSAMP 0.3637
C16orf74 -0.5482
SCGB1D4 -0.0818
LSP1 0.0721
FAM45A -0.5557
TAG -0.5601
CACTIN-AS1 -0.0298
GTF2H5 -0.0287
LSS -0.0095
ANKHD1-EIF4EBP3 -0.5807
NPSR1-AS1 0.383
POTEG -1.2514
LTA4H -0.012
LTA 0.3386
ARNT 0.307
LTB 0.3386
CYP4F3 -0.0182
LTBP1 0.014
LTBP2 -0.0193
LTBP3 -0.0818
LTBR -0.0267
LTC4S -0.558
LTF 0.3834
DUOXA2 -0.5658
ERVFRD-1 0.3411
LTK -0.5658
BCAM -0.0195
ARNTL 0.0721
LUM -0.012
LY6E 0.1492
LY6H 0.1492
LY9 0.307
CD180 -0.5792
LY75 -0.057
LYL1 -0.0182
LYN 0.1324
SH2D1A 0.0192
MIRLET7A1 0.294
MIRLET7A2 -0.083
MIRLET7A3 0.3799
MIRLET7B 0.3799
MIRLET7C -0.013
MIRLET7D 0.294
MIRLET7E -0.0195
MIRLET7F1 0.294
MIRLET7F2 0.0182
MIRLET7G 0.3596
MIRLET7I -0.0051
MIR100 -0.083
MIR101-1 -0.014
MIR101-2 -0.5827
MIR103A1 -0.5762
MIR103A2 0.3717
MIR105-1 0.0192
MIR105-2 0.0192
MIR106A 0.0192
LYZ -0.0051
MIR106B 0.3519
MIR107 -0.5557
MIR10A 0.0659
MIR10B -0.0132
MIR1-1 0.3857
MIR1-2 0.0042
MIR122 -0.0112
MIR124-1 0.1755
MIR124-2 0.1324
MIR124-3 0.3857
MIR125A -0.0195
MIR125B1 -0.083
MIR125B2 -0.013
MIR126 0.2865
MIR127 -0.0193
MIR128-1 -0.0117
MIR128-2 0.3834
MIR129-1 0.8841
MIR129-2 0.0473
MIR130A -0.0818
MIR130B 0.3607
MIR132 0.0663
MIR133A1 0.0042
MIR133A2 0.3857
MIR134 -0.0193
MIR135A1 0.3596
MIR135A2 -0.012
MIR136 -0.0193
MIR137 -0.5702
MIR138-1 0.3834
MIR138-2 -0.567
MIR139 -0.0818
MIR140 -0.5103
MIR141 -0.0267
MIR142 0.0659
MIR143 -0.5762
MIR144 0.0419
MIR145 -0.5762
MIR146A -0.5762
MIR147A 0.2865
MIR148A 0.383
MIR149 -0.0055
MIR150 -0.0195
MIR152 0.0659
MIR153-1 -0.0026
MIR153-2 -0.5733
MIR154 -0.0193
MIR155 -0.0095
MIR15A 0.1303
MIR15B 0.3627
MIR16-1 0.1303
MIR16-2 0.3627
MIR17 0.1343
MIR18A 0.1343
MIR181A2 0.2865
MIR181B1 0.2981
MIR181B2 0.2865
MIR181C -0.0182
MIR182 0.8841
MIR183 0.8841
MIR184 -0.5658
MIR185 0.3914
MIR186 -0.014
MIR187 0.0042
MIR188 0.0182
MIR190A -0.5658
MIR191 0.3596
MIR192 -0.0818
MIR193A 0.0656
MIR194-1 0.3267
MIR194-2 -0.0818
MIR195 0.0663
MIR196A1 0.0659
MIR196A2 -0.0051
MIR197 -0.5721
MIR198 0.3637
MIR199A1 -0.0182
MIR199A2 0.3004
MIR199B 0.2865
MIR19A 0.1343
MIR19B1 0.1343
MIR19B2 0.0192
MIR20A 0.1343
MIR200A -1e-04
MIR200B -1e-04
MIR200C -0.0267
MIR203 -0.0193
MIR204 0.2966
MIR205 0.2981
MIR206 0.3405
MIR208A -0.0074
MIR21 0.0659
MIR210 0.0721
MIR211 -0.5255
MIR212 0.0663
MIR181A1 0.2981
MIR214 0.3004
MIR215 0.3267
MIR216A 0.0026
MIR217 0.0026
ARR3 0.0182
TACSTD2 -0.014
MIR218-1 -0.504
MIR218-2 -0.5762
MIR219-1 0.3405
MIR219-2 0.2865
MIR22 0.0663
MIR221 0.0182
MIR222 0.0182
MIR223 0.0182
MIR23A -0.0182
MIR23B 0.294
MIR24-1 0.294
MIR24-2 -0.0182
MIR25 0.3519
MIR26A1 0.3834
MIR26A2 -0.0051
MIR26B -0.0026
MIR27A -0.0182
MIR27B 0.294
MIR29A 0.8841
MIR296 0.3857
MIR299 -0.0193
MIR29B1 0.8841
MIR29B2 0.2981
MIR29C 0.2981
MIR301A 0.0659
MIR302A 0.2909
MIR30A -0.0613
MIR30B 0.1492
MIR30C1 -0.014
MIR30C2 -0.0613
MIR30D 0.1492
MIR30E -0.014
MIR31 -0.551
MIR32 0.294
MIR320A 0.1737
MIR33A 0.3799
MIR34A -1e-04
MIR34B -0.083
MIR34C -0.083
MIR7-1 0.2966
MIR7-2 0.3849
MIR7-3 -0.0298
MIR9-1 0.307
MIR9-2 -0.5813
MIR92A1 0.1343
MIR92A2 0.0192
MIR93 0.3519
MIR9-3 0.3849
MIR96 0.8841
MIR98 0.0182
MIR99A -0.013
MIR99B -0.0195
TM4SF1 0.3627
EPCAM 0.0026
M6PR -0.0317
CAPRIN1 0.0849
NBR1 0.0491
FAM19A1 0.4229
LOC407835 0.8841
MIR17HG 0.1343
TNFSF12-TNFSF13 0.0663
ARRB1 -0.0818
C2orf27B -0.0117
NOMO3 0.1616
MAB21L1 0.1493
SPINK14 -0.5762
MARCKS -0.0287
FNDC9 -0.5762
MXD1 0.0026
MAD2L1 0.303
SMAD1 0.2658
SMAD2 -0.0112
SMAD3 -0.5658
SMAD4 -0.0112
ARRB2 0.0663
SMAD5 -0.5807
SMAD6 -0.5658
SMAD7 -0.0112
SMAD9 0.1493
MAF -0.5482
MAFG 0.0667
MAG -0.0182
ASIC1 -0.0051
ARSA 0.3799
MAGEA1 0.0192
MAGEA3 0.0192
MAGEA4 0.0192
MAGEA5 0.0192
MAGEA6 0.0192
MAGEA8 0.0192
MAGEA10 0.0192
ARSB -0.5813
MAGEA11 0.0192
MAGEA12 0.0192
MAGEB1 -0.0036
MAGEB2 -0.0036
MAGEB3 -0.0036
MAGEB4 -0.0036
MAGOH -0.014
MAK 0.3411
MAL 0.0138
STS -0.0036
MAN1A1 -0.0287
MAN2A2 0.3849
MAN2C1 -0.5658
MAN2A1 -0.5787
MAN2B1 -0.0182
MANBA 0.2909
MAOA 0.0182
MAOB 0.0182
MAP1A -0.5658
MAP1B -0.5813
MAP2 -0.0132
MAP4 0.3596
MAP6 -0.0818
MAPT 0.0491
MARK1 0.3267
ARSD -0.0094
MARK3 -0.0193
TBC1D3B -0.6322
TBC1D3C -0.6322
DNAJB3 -0.0055
CCL3L3 -0.6322
MARS -0.0051
ACBD7 -0.0221
C10orf105 -0.5546
C10orf62 -0.5557
AGAP6 -0.57
ZNF32-AS1 -0.5496
MAS1 -0.0287
ZNF32-AS3 -0.5496
ZNF32-AS2 -0.5496
C10orf108 -0.5769
C10orf55 -0.5546
FAM35B -0.0928
DNAJC9-AS1 -0.5546
LINC00619 -0.5496
MAT1A -0.5546
DDI1 -0.0789
C9orf106 0.2865
IDNK 0.2966
LCN10 0.2865
LINC00229 0.3799
MAT2A 0.0026
MATK -0.0298
MATN1 -0.014
MATN2 0.1336
HCG23 0.3386
HCG25 0.3405
HCG18 0.3386
HCG17 0.3386
MATN3 0.014
BLID -0.083
MAX -0.0193
FAM116B 0.3799
C8orf82 0.1364
LINC00593 -0.5658
ARSE -0.0094
MAZ 0.1046
LOC415056 0.3263
MB 0.3892
PIM3 0.3799
STX19 0.3637
MBD1 -0.0112
MBL2 -0.5432
MBNL1 0.3627
MBP 0.0176
MC1R -0.5482
MC2R 0.0042
MC3R 0.3857
ARSF -0.0228
MC4R -0.0112
MC5R 0.0042
MCAM -0.083
MCC -0.5787
CHST6 -0.5286
MCF2 0.0192
ART1 0.0721
MCL1 0.307
MCM2 0.3637
MCM3 0.3405
MCM4 0.1324
MCM5 0.3892
MCM6 -0.0117
MCM7 0.3519
CD46 0.2981
SMCP 0.307
ADAM11 0.0491
MDFI 0.3405
DNAJB9 0.3809
ART3 0.2909
MDH1 0.0026
MDH2 0.3602
MDK 0.0473
MDM2 -0.0051
MDM4 0.2981
ME1 -0.0241
ART4 -0.0123
ME2 -0.0112
MEA1 0.3405
MECP2 0.0192
MEF2A 0.3831
MEF2BNB-MEF2B -0.0182
MEF2C -0.5813
MEF2D 0.307
ARVCF 0.3914
MEFV 0.1559
MEIS1 0.0026
MEIS2 -0.5351
MEIS3P1 0.0663
MAP3K1 -0.5593
MAP3K3 0.0659
MAP3K4 -0.0287
MAP3K5 -0.0287
RAB8A -0.0182
MEN1 -0.0818
MEOX1 0.0491
MEOX2 0.3951
MEP1A 0.3405
MEP1B 0.0042
MEST 0.8841
MET 0.3809
METTL1 -0.0051
MFAP1 -0.5658
MFAP2 0
MFAP3 -0.5762
MFAP4 0.0419
MFGE8 0.3849
MFI2 0.3634
MFNG 0.3892
MGAT1 -0.558
SCGB2A1 -0.0818
MGAT2 -0.0193
MGAT3 0.3799
MGAT5 -0.0117
SCGB2A2 -0.0818
VCX3B -0.0036
CTAGE5 -0.0074
KITLG 0.0088
MGMT -0.5297
MGP -0.0123
MGST1 -0.0123
MGST2 0.2983
MGST3 0.307
CIITA 0.1723
CD99 -0.0928
ASAH1 0.1737
MICB 0.3386
MID1 -0.0036
MIF 0.4337
CXCL9 0.2909
MIP -0.0051
MIPEP 0.1635
MITF 0.4199
ATXN3 -0.0193
MKI67 -0.5297
MKLN1 0.8841
ASCL1 -0.012
MLF1 0.3627
MLH1 0.3834
MAP3K9 -0.0193
MAP3K10 -0.0182
MLN 0.3405
MAP3K11 -0.0818
MLL -0.083
MLLT1 -0.0298
AFF1 0.2909
ACHE 0.3615
ASCL2 0.0721
MLLT3 -0.551
MLLT4 -0.0287
MLLT6 0.0363
FOXO4 0.0182
NR3C2 0.2658
TRPM1 -0.5255
MME 0.3627
MMP1 -0.0789
MMP2 -0.567
MMP3 -0.0789
MMP7 -0.0789
MMP8 -0.0789
RGS21 0.31
ASTL 0.0138
LHX8 0
MMP9 0.3857
MMP10 -0.0789
ASGR1 0.0663
MMP11 0.4337
MMP12 -0.0789
MMP13 -0.0789
MMP14 -0.0074
ATP5EP2 0.7241
MMP15 -0.567
MMP16 0.1336
MMP17 -0.0085
MMP19 -0.0051
ALDH6A1 -0.0193
ASGR2 0.0663
MN1 0.3861
MNAT1 -0.0193
MNDA 0.307
MNT 0.0663
MOBP 0.3834
MOCS1 0.3405
MOCS2 -4.2891
ASIP 0.3857
MOG 0.3271
MOS 0.1324
MOV10 -0.5499
CD200 0.3637
ASL 0.3602
MPG 0.1824
MPI -0.5658
MPL -0.014
MPO 0.0659
MPP1 0.0192
MPP2 0.0491
MPP3 0.0491
MPST 0.3892
MPV17 0.014
MPZ 0.307
MRC1 -0.0221
MRE11A -0.0789
ABCC1 0.1616
ASMT -0.0928
KLK14 -0.0195
KLK12 -0.0195
ASNA1 -0.0182
KRTAP5-5 0.0721
LINC00615 -0.012
MXRA7 0.0659
C1orf180 0
THAP7-AS1 0.4027
LINC00575 0.2909
FER1L6-AS1 0.1492
LOC439949 -0.5823
LOC439950 -0.0221
FAM35B2 -0.4885
LOC439990 -0.5546
LOC439994 -0.5551
IFIT1B -0.5557
ASNS 0.3519
KRTAP5-2 0.0721
KRTAP5-6 0.0721
TMEM41B 0.0721
LOC440028 0.0721
DKFZp686K1684 0.0849
LOC440040 0.0473
TRIM51HP -0.0818
SLC22A20 -0.0818
KRTAP5-7 -0.0818
KRTAP5-11 -0.0818
CARD17 -0.0789
LINC00167 -0.083
IQSEC3 -0.0033
ZNF705A -0.0267
FAM66C -0.0267
DDX12P -0.0317
C12orf69 -0.0123
H3F3C 0.003
DBX2 0.0032
FLJ12825 -0.0051
TMEM198B -0.0051
PLEKHG7 -0.012
LOC440117 -0.012
FLJ31485 -0.012
LOC440131 0.1272
ALG11 0.1303
MZT1 0.1343
OR11H12 -1.2514
RNASE13 -0.053
LOC440173 0.2966
LINC00238 -0.0193
CCDC88C -0.0193
CXADRP3 0.0042
NF1P2 -0.213
HERC2P9 -0.5255
WHAMMP2 -0.5255
GOLGA8B -0.5351
EIF2AK4 -0.5658
CATSPER2P1 -0.5658
UNC13C -0.5658
LOC440288 -0.5658
GOLGA6L9 -0.5658
DNM1P41 0.3849
LOC440300 0.3849
TTLL13 0.3849
LOC440335 0.1559
SNX29P2 0.1046
LOC440354 0.1046
LOC440356 0.1046
CSDAP1 0.1046
HERC2P4 0.1046
CTRB2 -0.5286
RNASEK 0.0663
TBC1D3P5 0.0419
SUZ12P1 0.0419
LOC440434 0.0363
GPR179 0.0363
TBC1D3P2 0.0659
PLEKHM1P 0.0659
LOC440461 0.0659
BAIAP2-AS1 0.0667
ANKRD20A5P 0.0042
HSBP1L1 0.0293
PLIN5 -0.0298
CLEC4GP1 -0.0298
ZNF506 -0.0182
LOC440518 -0.0182
ZNF724P -0.0182
PSG8 -0.0182
FLJ42875 -1e-04
PRAMEF11 -0.0204
LOC440563 -0.0204
UQCRHL -0.0204
MINOS1 0
SLC2A1-AS1 -0.014
FAM183A -0.014
ZYG11A -0.014
FLJ31662 -0.5702
LOC440600 -0.6017
BCL2L15 -0.5499
NUDT4P1 -0.5702
HIST2H2BF -1.2672
ETV3L 0.307
LRRC52 0.307
LOC440700 0.307
LOC440704 0.31
C1orf186 0.2981
TRIM67 0.3195
MAP1LC3C 0.3195
DZANK1-AS1 0.3857
P2RX6P 0.4027
PIWIL3 0.3607
MIAT 0.3861
SHISA8 0.3799
ODF3B 0.3799
CAPN14 0.014
ACTR3BP2 0.0138
LOC440896 0.2499
LOC440900 0.0022
LOC440905 0.0257
LOC440910 0.0257
LOC440925 -0.0132
H3F3AP4 -0.0055
LOC440944 -0.589
FLJ33065 0.3834
TMEM89 0.3596
IQCF6 0.3596
C3orf78 0.3596
LOC440970 2.2081
LOC441009 -0.504
MTHFD2L 0.2909
LOC441025 0.2909
TMEM150C 0.2909
GUSBP5 0.2658
HSP90AA6P 0.2734
C4orf47 0.317
DUX4L4 0.3672
MARCH11 -0.535
CRSP8P -0.5813
FLJ42709 -0.5813
C5orf56 -0.5807
FLJ16171 -0.5762
C6orf226 0.3405
TMEM151B 0.3405
OOEP -0.0613
FAM26F -0.0287
FLJ46906 -0.0287
LINC00602 -0.0287
RNF216P1 0.3951
PMS2CL 0.3951
LOC441204 0.383
ZNRF2P1 0.383
RP9P 0.383
ZNF716 0.3811
LOC441242 0.3811
TYW1B 0.3602
SPDYE7P 0.3602
DTX2P1-UPK3BP1-PMS2P11 0.3602
SPDYE3 0.3519
SPDYE2 -1.0124
AKR1B15 0.8859
CTAGE15P 0.8768
FLJ44511 0.3951
OR4F21 0.1805
FAM90A7P 0.0763
FAM90A10P 0.0763
FLJ39080 0.1324
FLJ46284 0.1336
FLJ42969 0.1336
AARD 0.1492
LRRC24 0.1364
FLJ35282 -0.5501
SUGT1P1 0.3263
AQP7P3 0.3263
FAM75C1 0.2966
LOC441454 0.294
LOC441455 0.294
FAM22G 0.294
ANKRD18B 0.3263
LOC441461 0.294
C9orf173 0.2865
NRARP 0.2865
FLJ46446 0.0182
RPS26P11 0.0182
GLRA4 0.0182
FAM127C 0.0192
CT45A3 0.0192
CT45A5 0.0192
SPANXN4 0.0192
PGAM4 0.0182
CDNF -0.0221
FRG2B -0.5297
LOC441601 0.1184
OR5B3 -0.0818
TSPAN11 0.003
OR9K2 -0.0051
LOC441666 -0.5496
OR4Q3 -0.053
OR4M1 -0.053
TEX21P -0.0193
WBP11P1 0.0042
TARM1 -0.0195
ANKRD65 -1e-04
PGCP1 -0.6
OR10J3 0.307
OR2W5 0.3195
OR13G1 0.3195
ZNFX1-AS1 0.3857
LOC442028 0.0138
SULT1C3 0.0086
GALNTL6 -1.968
LOC442132 -0.5601
OR2B3 0.3271
OR2J3 0.3271
OR14J1 0.3271
OR10C1 0.3271
ATP6V0CP3 0.3405
PTCHD4 0.3405
SLC25A51P1 -0.0318
GSTM2P1 -0.0287
RFPL4B -0.0287
ZNF727 0.3811
OR2A2 0.8768
PTGER4P2 0.2027
FOXB2 0.2966
FAM47C 0.0182
UQCRBP1 0.0182
LOC442459 0.0182
LOC442497 0.3951
DPY19L2P4 0.4021
