SYMBOL A253_SALIVARY_GLAND
LOC442497 0.6456
DPY19L2P4 0.5733
DPY19L2P3 0.5951
STAG3L3 0.0303
STAG3L2 0.0303
SPDYE5 0.0303
EIF3IP1 0.5733
LMOD2 -0.3598
MIR133B -0.3909
MIR135B -0.2478
MIR148B 0.1271
MIR302B -0.3711
MIR302C -0.3711
MIR302D -0.3711
MIR323A 8e-04
MIR324 0.3252
MIR326 -0.405
MIR328 -0.0896
MIR330 0.0658
MIR331 -0.3863
MIR335 -0.3989
MIR337 8e-04
MIR338 0.1086
MIR339 0.6456
MIR340 0.3392
MIR345 8e-04
MIR346 -0.402
MIR367 -0.3711
MIR376C 8e-04
MIR369 8e-04
MIR371A 0.0122
MIR372 0.0122
MIR373 0.0122
MIR374A 0.4588
MIR196B 0.6456
ASPA 0.3247
MYO1B 0.1544
CITED1 0.4588
MSH2 0.085
MSH3 0.103
MSH4 0.0967
MSH5 -0.3434
ASPH 0.2758
MSI1 -0.2976
IGFL4 0.0658
ASS1 0.4607
ARHGEF35 -0.3989
SULT1A4 0.3182
TARP 0.5951
TRIM6-TRIM34 -0.1712
C9orf129 0.4347
POTEE 0.0822
PALM2-AKAP2 0.4347
MSMB -0.3489
MSN 0.4588
MSR1 -0.3762
MSRA 0.4071
MST1 -0.4081
MST1R -0.4081
MSX1 -0.3948
MSX2 0.3392
FRG2 -0.351
KPRP 0.0932
LCE6A 0.0848
MT1A -0.1008
MT1B -0.1008
MT1E -0.1008
MT1F -0.1008
DEFA10P 0.3356
MT1G -0.1008
GGNBP1 -0.3914
MT1H -0.1008
MT1JP -0.1008
MT1M -0.1008
MT1L -0.1008
MT1X -0.1008
MT2A -0.1008
MT3 -0.1008
MTAP -0.4251
MTCP1 0.0555
MTF1 0.0605
NUDT1 0.6456
MTHFD1 0.803
MTHFR -0.4209
MTIF2 0.0879
MTM1 0.0555
MYO1F 0.0441
MTNR1A -0.3848
MTNR1B -0.405
MTTP -0.3711
MTR -0.3169
MTRR 0.9142
MTX1 0.0848
MUC1 0.0848
MUC2 -0.1455
MUC4 0.6866
MUC6 -0.1455
MUC7 -0.3711
TRIM37 -1.5072
MUSK 0.4347
MUT -0.3909
MUTYH 0.112
MVD -0.0714
MVK -0.3932
MX1 -0.4108
ASTN1 -0.2546
MX2 -0.4108
MXI1 0.0934
MYB 0.1179
MYBL1 0.7463
MYBPC1 -0.3932
MYBL2 0.3842
MYBPC2 0.0658
MYBPC3 -0.0084
MYBPH -0.2478
MYC 0.5355
MYCL1 0.0605
MYCN 0.0753
MYD88 -0.378
GADD45B 0.0441
MYF5 -0.3354
MYF6 -0.3354
MYH1 0.3252
SERPINC1 -0.2546
MYH2 0.3252
MYH3 0.3252
MYH4 0.3252
MYH6 -0.0549
MYH7 -0.0549
MYH8 0.3252
MYH9 0.1658
MYH10 0.3252
MYH11 0.3433
ZFHX3 -0.0896
MYL1 0.0894
MYL2 -0.0582
MYL3 -0.4081
MYL4 0.0818
MYL5 -0.3948
MYL6 0.1271
MYLK -0.3965
MYO1A 0.1271
MYO1C 0.3247
MYO1D 0.1526
MYO1E -0.2525
MYO5A -0.2471
MYO5B -1.0198
MYO6 0.1213
MYO7A -0.405
MYO7B 0.0822
MYO9A -0.2463
MYO9B 0.0441
MYO10 1.0217
MYOC -0.2546
MYOD1 -0.1712
MYOG -0.2478
PPP1R12A -0.3354
ATF1 0.1271
PPP1R12B -0.2478
MYT1 0.4645
NAB1 0.1544
NAB2 0.1271
NACA 0.1271
NAGA 0.1642
NAGLU 0.0818
ATF3 -0.2478
HNRNPM 0.0441
NAIP 0.1163
NAP1L1 -0.3354
NAP1L2 0.4588
NAP1L3 0.4508
NAP1L4 0.3321
NARS -1.0198
NASP 0.112
ATF4 0.1642
CEACAM6 0.0496
NBL1 -0.3993
NUBP1 0.3364
NBN -0.2702
NCAM1 -0.4273
NCAM2 0.0805
NCBP1 0.4347
NCF2 -0.2546
NCF4 0.1658
NCK1 -0.3802
NCL 0.0849
NDN -0.255
NDP -0.7777
NDUFA1 0.0479
NDUFA2 0.1066
NDUFA3 0.0122
NDUFA4 0.6456
NDUFA5 -0.3598
ACLY 0.0818
NDUFA6 0.1642
NDUFA7 0.0441
NDUFA8 0.4607
NEB 0.178
NDUFA9 -0.4107
NDUFA10 0.0849
NDUFAB1 0.3182
NDUFB1 8e-04
NDUFB2 -0.3989
NDUFB3 0.0894
ATIC 0.0894
NDUFB4 -0.3965
NDUFB5 0.6673
NDUFB6 0.4294
NDUFB7 0.0441
NDUFB8 0.0934
NDUFB9 0.5355
NDUFB10 0.3364
NDUFC1 -0.3832
NDUFC2 -0.405
NDUFS1 0.0894
ATM -0.4273
NDUFS2 0.0848
NDUFS3 -0.0084
NDUFV1 0.5219
NDUFS4 0.129
NDUFS5 0.0605
NDUFS6 0.9142
NDUFS8 0.5219
NDUFV2 0.2739
RERE -0.4209
NDUFV3 -0.4108
DRG1 0.1658
NEDD4 -0.2525
SEPT2 0.0849
RPL10A -0.3834
NEDD8 -0.0549
NEDD9 -0.4
ATOH1 -0.3711
NEFM 0.4381
LRRC37A2 0.0818
SUMO1P3 0.0848
SPIN2B -0.7532
GIMAP6 -0.4107
LRRC18 -0.446
NEFH 0.1658
NELL1 -0.1712
NEFL 0.4381
ATOX1 0.2747
NEK1 -0.3831
NEK2 -0.2478
NEK3 0.0909
NELL2 0.1271
NEO1 -0.2463
NEU1 -0.3434
NEU2 0.0849
ATP1A1 0.1056
NEUROD1 0.178
NEUROD2 0.0926
NEUROG1 0.1066
NF1 0.1526
ATP1A2 0.0848
NF2 0.1658
NFATC1 -1.0198
NFATC2 0.3842
NFIA 0.112
NFATC3 -0.0896
NFATC4 -0.0549
NFE2 0.1271
NFE2L1 0.0818
ATP1A3 0.0496
NFE2L2 0.178
NFIB -0.4157
NFIC 0.0441
NFIL3 0.4347
NFIX 0.0441
ATP12A 0.0909
NFKB1 -0.3711
NFKB2 0.0934
NFKBIA -0.0549
NFKBIB 0.0496
NFKBIE -0.3909
NFKBIL1 -0.3434
TONSL 0.5355
NFRKB -0.4273
NFX1 0.4294
ACO1 0.4294
ATP1A4 0.0848
NFYA -0.3909
NFYB -0.3932
NFYC 0.112
NGF 0.1056
NGFR 0.0818
NHLH1 0.0848
NHLH2 0.1056
NHP2L1 0.1642
ATP1B1 -0.2624
NHS 0.0673
NID1 -0.3169
NINJ1 0.4347
NINJ2 -0.3827
NIT1 0.0848
NKG7 0.0658
ATP1B2 0.3252
NKTR -0.378
NKX2-2 0.4155
NKX3-1 0.4381
NKX6-1 -0.3711
NNAT 0.3842
NMB -0.2501
NMBR 0.1179
ATP1B3 0.6914
NME1 0.0818
NME2 0.0818
NME3 0.3364
NME4 0.3364
NQO2 -0.4041
NMT1 0.0818
NNMT -0.4273
NODAL -0.402
NOP2 -0.4107
NONO 0.4588
NOS1 -0.2976
NOS2 0.1526
NOS3 -0.4164
CNOT2 0.1271
CNOT3 0.0122
CNOT4 -0.3989
NOTCH1 0.4791
NPY 0.6456
NOTCH2 0.1056
NOTCH3 0.0441
NOTCH4 -0.3434
NOV 0.5355
NOVA1 -0.0549
NOVA2 0.0658
FXYD2 -0.4273
PNP -0.0549
NPAS1 0.0658
NPAS2 0.1011
NPAT -0.4273
NPC1 0.9713
NPHP1 0.0822
NPHS1 0.0496
NPM1 0.3392
ATP2A1 0.3182
NPPA -0.4209
NPPB -0.4209
ATP2A2 -0.3932
NPPC 0.0849
NPR1 0.0848
NPR2 0.4294
NPR3 1.0112
NPTX1 0.1086
NPTX2 0.5733
NPY1R -0.3831
NPY2R -0.4196
NPY6R 0.1066
NPY5R -0.3831
ATP2A3 0.3247
SLC11A2 0.1271
NRAP 0.0934
NRAS 0.1056
NRCAM 0.5733
NRD1 0.112
NRF1 -0.3989
ACR 0.1642
ATP2B1 -0.3863
NRGN -0.4273
NRL -0.0549
NRTN 0.0441
YBX1 0.112
NSF 0.0818
NT5E 0.1179
NTF3 -0.4107
NTF4 0.0658
ATP2B2 -0.1088
NTHL1 0.3364
NTRK1 0.0848
NTRK2 0.4347
NTRK3 -0.2501
NTN3 0.3364
ROR1 0.112
ATP2B3 0.0555
ROR2 0.4347
DDR2 -0.2624
NTS -0.3354
NTSR1 0.4138
GEMIN8P4 0.1435
C8orf22 0.2758
IGIP 0.1066
NUCB1 0.0658
NUCB2 -0.1712
NUMA1 -0.4318
NUP88 0.3247
NUP98 -0.2105
NR4A2 0.178
ATP2B4 -0.2478
NVL -0.2478
GPR143 0.0673
COA5 0.1011
LOC493754 0.0128
OAS1 -0.4067
HCG11 -0.4346
TRIM72 0.3182
CISD2 -0.3711
CCDC73 1.5191
EID3 -0.3932
GPX8 0.129
OAS2 -0.4067
RNASE12 -0.0549
PHOSPHO2 0.178
OAS3 -0.4067
RBMXL1 0.1255
SPANXN1 0.0555
SPANXN2 0.0555
LOC494127 0.4347
LOC494141 -0.1712
CHAC2 0.0781
FBXO47 0.0926
SPANXN5 -2.4287
OAT 0.0934
TBC1D25 -0.772
MIR375 0.0894
MIR376A1 8e-04
MIR377 8e-04
MIR379 8e-04
MIR380 8e-04
MIR381 8e-04
MIR382 8e-04
MIR383 0.4241
MIR384 0.4588
MIR423 0.1526
MIR424 0.0271
MIR425 -0.4081
RNF165 -1.0198
DFNB59 0.178
C18orf56 0.2739
WEE2 -0.3989
LOC494558 0.4454
OAZ1 0.0441
OAZ2 -0.2525
OCA2 -0.2709
ATP4A 0.0496
OCM2 0.5733
OCRL 0.0271
ODC1 0.0753
ODF1 0.4948
ODF2 0.4607
OMD 0.4347
ATP4B 0.0745
OGDH 0.6395
OGG1 -0.1088
OGN 0.4347
FLJ25758 0.0441
TIFAB 0.1066
CLEC18B -0.0896
BDNF-AS -0.1067
C18orf61 0.2739
OLR1 -0.393
OMG 0.1526
OMP -0.405
OPA1 0.6866
LINC00293 0.4516
C18orf32 -1.0198
OPCML -0.4273
ATP5A1 -1.0198
TNFRSF11B 0.5355
OPHN1 0.4588
OPRD1 -0.4153
ZNF295 -0.4108
SCAPER -0.2463
WRAP73 -0.3401
OPRK1 0.2758
CRNN 0.0932
CLDN20 0.1179
OPRL1 0.4645
OPRM1 0.1179
SIX6 0.803
OR1D2 0.3247
OR1F1 0.3364
OR2C1 0.3364
OR3A1 0.3247
OR3A2 0.3247
ORC1 0.112
ORC2 0.0894
ACO2 0.1642
ORC4 0.178
ORC5 0.5733
SLC22A18 0.3321
SLC22A18AS 0.3321
ORM1 0.4607
ORM2 0.4607
OSBP 0.0739
OSM 0.1658
OTC -0.8031
ALDH7A1 0.1066
CLDN11 0.6673
OTX1 0.0879
OTX2 0.803
OVGP1 0.1056
OVOL1 0.5219
OXA1L -0.0549
OXCT1 1.0112
OXT 0.4424
OXTR -0.1088
P2RX1 0.3247
P2RX3 0.4273
P2RX4 -0.2976
P2RX5 0.3247
P2RX7 -0.2976
P2RY1 0.6914
P2RY2 -0.4318
P2RY4 0.4588
P2RY6 -0.4318
P2RY11 0.0441
P4HA1 -0.402
P4HB 0.1086
MS4A13 0.0739
LOC503519 -0.2709
A1BG-AS1 0.05
SPRN 0.0934
FLJ35946 0.103
ARGFX -0.3965
PA2G4 0.1271
ARGFXP2 0.1526
DPRXP4 0.1526
LOH12CR2 -0.3905
PEBP1 -0.2976
DPRX 0.0122
DUXA 0.05
OR8U8 0.1203
OR9G9 0.1203
PABPC3 0.0909
FURIN -0.2501
PCSK6 -0.2423
PAEP 0.4791
PAFAH1B1 0.3247
RRM2B 0.4948
SMARCAL1 0.0894
G0S2 -0.2478
PLA2G3 0.1658
MINK1 0.3247
CD207 0.0879
PAFAH1B2 -0.4273
PAFAH1B3 0.0496
DUOX2 -0.2471
NOX4 -0.405
NOX3 0.1179
COL5A3 0.0441
PAFAH2 -0.4287
SYCP3 -0.3932
PODXL2 -0.3965
DEC1 0.4607
CHST11 -0.3932
PRDX1 0.112
PAH -0.3932
SERPINE1 0.5733
SERPINB2 -1.0198
PAK1 -0.405
ATP5B 0.1271
IL20 -0.2478
UBQLN3 -0.1712
GALNT9 -0.2127
IL21R 0.3182
IL22 0.1271
ATP6V0A4 -0.3989
ITSN2 0.0753
DEF6 -0.3834
PAK2 0.6866
CUZD1 0.0934
CYHR1 0.5355
GEMIN4 0.3247
PAK3 0.0287
CALY 0.0934
ANO7 0.0849
PALM 0.5126
PNPLA8 0.5733
ARHGEF4 0.0822
ARHGEF3 -0.4077
SLC45A1 -0.4209
PCA3 0.4454
PAM 0.103
CNTN3 -0.3999
NEUROG3 -0.402
REG3A 0.0879
PAPPA 0.4607
RDH8 0.0441
PARK2 0.1179
DCAF8 0.0848
PARN 0.3433
PAWR -0.3354
PAX1 0.4155
PAX2 0.0934
PAX3 0.1074
PAX4 -0.3989
PAX5 -1.4339
PAX6 1.5191
KCNK4 0.5219
MYEF2 -0.2471
IRX4 0.9142
ASAP1 0.5355
AK3 0.4056
HP1BP3 -0.3993
PAX7 -0.3993
HDGFRP3 -0.2501
COPS7A -0.4107
NSDHL 0.0555
PDCL 0.4607
PAX9 -0.0549
TAS2R3 -0.3989
TAS2R4 -0.3989
TAS2R16 -0.3598
TAS2R1 0.9142
TAS2R9 -0.393
TAS2R8 -0.393
TAS2R7 -0.393
TAS2R13 -0.393
TAS2R10 -0.393
TAS2R14 -0.393
DHH 0.1271
F11R 0.0848
TRAT1 -0.3803
VILL -0.378
C6orf48 -0.3434
PARD6A -0.0896
CLEC4A -0.4107
SPOCK3 -0.3831
STMN3 0.4138
RNF141 -0.1712
NTM -0.4273
HEBP1 -0.3905
PBX1 -0.2624
PBX2 -0.3434
ATP5C1 -0.421
PBX3 0.4607
PC 0.5219
PCBD1 -0.402
PCBP1 0.0879
CDON -0.4273
IMPG2 -0.3803
PCBP2 0.1271
PDE11A 0.178
FOXP3 -0.772
SHANK1 0.0658
TBX22 0.4588
PCCA 0.0745
PCCB -3.1878
SOST 0.0818
PCDH1 0.1066
PCDHGC3 0.1066
PCDH7 -0.3783
TMED5 0.1435
ACOX1 0.1086
PCDH8 0.0909
SLC35B3 -0.4
MTERFD1 -0.2702
TPRKB 0.0879
MED31 0.3252
COQ6 0.9372
AMDHD2 0.3364
SLC35C2 0.3842
ASCC1 -0.402
DERL2 0.3247
PCDH9 0.0745
EXOSC3 0.4051
FAHD2A 0.0602
SLMO2 0.4138
EXOSC1 0.0934
TMED7 0.103
ISOC1 0.1066
EMC9 -0.0549
RRP15 -0.2478
CCDC53 -0.3932
HDDC2 0.1179
MRPS16 -0.402
GLRX2 -0.2546
MRPS18C -0.3711
FIS1 0.5733
PAM16 0.3364
GOLT1B -0.3905
BOLA1 0.0932
VPS36 0.0909
DESI2 -0.4243
FAM18B1 0.1526
GLOD4 0.3247
CELA2B -0.3822
UBXN1 0.0739
SERPINA5 8e-04
ZNF593 -0.4287
ZBTB7B 0.0848
ST8SIA3 -1.0198
PCK1 0.4138
PI15 -0.2702
PRLH 0.0849
GMNN 0.0817
PLEKHA8P1 0.1271
LAP3 -0.3783
WDPCP 0.0879
ZNF691 0.112
FAM135B 0.5355
PCK2 -0.0549
TXNDC12 0.112
TXNDC11 0.3364
ATL1 0.2392
CALHM2 0.0934
RPS27L -0.2525
C3orf32 -0.1088
YARS2 -1.2215
NMD3 0.6914
MRPL2 -0.3909
NOSIP 0.0658
DERA -0.3905
MEMO1 0.0753
MRPL4 0.0441
APIP 1.5191
TMX2 0.0739
CUTC 0.0934
FCF1 0.9372
THAP4 0.0849
NDUFA13 0.0441
PCM1 0.4381
MRPS7 0.1086
POLR1D 0.0909
GAL 0.5219
CRYL1 0.1041
MLXIPL 0.0303
TNNI3K 0.0967
YBX2 0.3252
KLHL5 -0.3885
PLLP -0.1008
SEPSECS -0.3783
SIDT2 -0.4273
RRNAD1 0.0848
ADIPOR1 -0.2478
TRNT1 -0.1088
UTP18 0.0818
SCCPDH -0.4243
IFT52 0.3842
ABHD5 -0.378
PCMT1 0.1179
SH3GLB1 0.1255
ZC2HC1A -0.2702
MECR -0.4153
NDUFAF1 -0.2471
FAM108B1 0.4454
PHF20L1 0.5355
TFB1M 0.1179
APH1A 0.0932
METTL9 0.3182
RDH11 0.803
PCNA 0.4424
LACTB2 -0.3111
SUV420H1 0.5219
TRAPPC12 0.0711
ZDHHC9 0.0271
FAM82B -0.2702
MRPS2 0.4791
COQ4 0.4607
UTP11L 0.0605
SBDS 0.0128
RPL26L1 0.3392
COMMD2 0.6914
ZNF706 0.4948
IER3IP1 -1.0198
GOLGA7 -0.411
NAA20 0.4155
TRIM17 -0.2478
SAR1B 0.1066
ANGPTL4 0.0441
ASB3 0.0781
PHF11 0.0909
RLIM 0.4588
KCTD3 -0.2478
CCDC41 -0.3863
IRAK4 0.1271
RNFT1 0.0803
COPS4 -0.3711
INSIG2 0.0822
CHCHD2 0.6378
DYNC1LI1 -0.378
HSD17B12 -0.0084
A4GNT -0.3802
ING4 -0.4107
CERCAM 0.4607
C5orf45 0.3392
SDF4 -0.3401
SLC45A2 1.0112
MRTO4 -0.3993
HN1 0.1086
SERPINA10 8e-04
ZNF580 0.05
PCNT -0.3747
VPS28 0.5355
C3orf18 -0.4081
EGFL7 0.4791
DBR1 -0.3802
DCTN4 0.1066
AADAT -0.3831
CYB5R4 0.1179
MYO15A 0.3673
HSD17B11 -0.3711
HSD17B14 0.0658
NAGPA 0.3364
TUBD1 0.0803
TUBE1 0.1179
LEF1 -0.3711
PLEKHO1 0.0932
HAO2 0.1056
PCOLCE 0.5733
DCXR 0.1086
HSPA14 -0.421
GPN3 -0.0582
CRBN -0.1088
WBP5 0.0416
RSL24D1 -0.2525
SS18L2 -0.378
CHMP1A -0.0714
HERC5 -0.3711
CKLF -0.0896
ZNF639 0.6673
IPO11 0.121
RAPGEFL1 0.0926
PLCE1 -0.402
C9orf53 -0.4251
NIN 0.2392
CPA4 -0.3989
ZDHHC2 1.8901
DDX47 -0.3905
NUSAP1 -0.2471
TACO1 0.0803
ACP6 0.1056
GP6 0.05
DUSP13 -0.402
CLDN18 -0.3802
RAB9B 0.0416
PCP4 -0.4108
LUZP4 0.0287
IGF2-AS -0.1455
GLRX5 8e-04
PCSK1 0.103
ZNF219 -0.0549
TCEB3B -1.0198
ABI3 0.0818
COPZ2 0.0818
PIGP -0.4108
GLTP -0.3932
PHF20 0.3842
VRK3 0.0658
CRIM1 0.0987
C22orf43 0.6452
EMC4 -0.1842
FAM203A 0.5355
MZB1 0.1066
ANKRD39 0.0602
COX16 0.9696
C3orf19 -0.1088
SHISA5 -0.4081
PAIP2 0.1066
PDZD11 0.4588
TMEM69 0.112
PCSK5 0.4454
C6orf203 0.1179
NT5C3 0.5951
FAM178B 0.0602
MRPL37 0.112
RNF181 0.0879
TBC1D7 -0.4
MARCH2 0.0441
MRPL51 -0.4107
TMEM216 0.0739
PCSK2 0.4155
CXorf26 0.4588
MRPL30 0.1011
MRPL27 0.0818
CDKL3 0.1066
CLEC1B -0.393
CLEC1A -0.393
PIPOX 0.1526
CDK16 -0.7777
TFDP3 0.0271
UBAP1 0.4294
BET1L -0.1455
KLF3 -0.3885
MAPKAPK5-AS1 -0.4067
ZNF571 0.0496
DNAJC27 0.0753
IER5 -0.2546
C1RL -0.4107
CDK17 -0.3863
GOLM1 0.4347
ANKMY1 0.0849
SCAND1 0.3842
BFAR 0.3433
TLR7 0.0673
RASL12 -0.2525
CEND1 -0.1455
CHCHD8 -0.4318
RXFP3 1.0112
CDK18 -0.2478
ERGIC2 -1.2215
GMIP 0.0441
GMPR2 -0.0549
CD320 0.0441
PCDH12 0.1066
ECSIT 0.0441
SLC15A3 0.0739
BPIFA1 0.3842
THEG 0.5126
NRN1 -0.4041
ATP5D 0.5126
PCYT1A 0.6866
TIMMDC1 -0.3965
GCNT4 0.103
CYP39A1 -0.3909
FKBP11 0.1271
ZDHHC3 -0.378
KCNK9 0.5355
FAM13B 0.1066
FAM53C 0.1066
REEP2 0.1066
ARMCX1 0.0416
SLC22A17 -0.0549
TLR8 0.0673
SLC25A37 0.4381
FAM198B -0.3831
NME8 0.5951
KRCC1 0.0875
PLAC8 -0.3711
PHF21A -0.0084
MRPL35 0.0879
RSRC1 0.6914
PDC -0.2546
MEX3C -1.0198
AMZ2 0.0803
WAC -0.4126
SPG21 -0.2525
ARL17A 0.0818
AHSP 0.3182
ARL6IP4 -0.2976
PDCD1 0.0849
TNFRSF12A 0.3364
SPTBN5 -0.2471
ZNF771 0.3182
PRR16 0.1066
NGRN -0.2501
THEM6 0.5355
MS4A4A 0.0739
DACT1 0.803
PDCD2 0.1179
CRNKL1 0.4155
ZBTB7A 0.0441
FZR1 0.0441
TAOK3 -0.2976
KLRF1 -0.393
KRT76 0.1271
ZNF117 0.0632
WT1-AS 1.5191
PDE1A 0.178
MBTPS2 0.0673
HOOK1 0.112
CDC40 0.1179
CHST15 0.0934
ZMYND10 -0.4081
PLA1A -0.3965
UBR5 0.4948
POP5 -0.2976
TEX264 -0.4081
PDE1C 0.5951
POMP 0.0909
TMA7 -0.4081
MRPS17 0.6378
ATRAID 0.0753
SNX7 0.1248
UCHL5 -0.2546
ANGPT4 0.4496
CRLF3 0.1526
PDE2A -0.4318
CSAD 0.1271
ATP6V1D 0.803
WNT16 0.5733
ZNF589 -0.4081
EIF3L 0.1658
NIP7 -0.0896
RWDD1 0.1179
PDE3A -0.3905
AIG1 0.1179
TRPV2 0.3252
COMMD10 0.103
WDR83OS 0.0441
TRAPPC4 -0.4273
ATP5E 0.4138
PDE3B -0.1712
PPME1 -0.4318
NOL7 -0.4
HEMK1 -0.4081
PDE4A 0.0441
BIN2 0.1271
ACTL6B 0.5733
PDE4B 0.112
AMOTL2 -0.3965
PRKAG2 -0.4164
POLK 0.103
ZNF107 0.0632
DDX41 0.3392
SNX9 0.1179
PDE4C 0.0441
SUCO -0.2546
ANAPC5 -0.2976
ANAPC7 -0.0582
SCARA3 -0.386
MAGEC2 0.0555
FAM8A1 -0.4
PDE4D 0.121
HPCAL4 0.0605
YTHDF2 -0.4153
VGLL1 0.0271
RNF138 0.0525
IP6K2 -0.4081
PCYOX1 0.0879
PDE6A 0.1066
PRRX2 0.4607
LCMT1 0.3182
GULP1 0.1544
REV1 0.1011
RHCG -0.2501
PDE6C -0.402
SFMBT1 -0.4407
GPR89B 0.1056
UBE2J1 0.1179
EVL 8e-04
PDE6D 0.0849
NAT8B 0.0879
DCDC2 -1.4898
LIMA1 0.1271
CABP2 0.5219
ISYNA1 0.0441
HSD17B7 -0.2624
ANKFY1 0.3247
PDE6G 0.1086
VCX2 0.0673
VCX3A 0.0111
PDE6H -0.3905
C9orf114 0.4607
NOP16 0.3392
C22orf28 0.1658
PTPLAD1 -0.2463
CTDSPL2 -0.2471
TH1L 0.4138
TRIAP1 -0.2976
ATP5F1 0.1056
PDE7A 0.7463
C11orf73 -0.405
CWC15 -0.405
TRMT112 0.5219
UFC1 0.0848
C20orf43 0.4138
PDE8A -0.2501
CHMP5 0.4294
GTSE1 0.1642
ETV7 -0.3909
DTL -0.2478
NCKIPSD -0.4081
PDE9A -0.4108
LARS 0.1066
TMEM14C -0.4
CXXC5 0.1066
TMEM138 0.0739
C20orf111 0.3842
C14orf129 8e-04
JKAMP 0.803
ANAPC11 0.1086
PDE1B 0.1271
ZC3HC1 -0.3989
C9orf156 0.4347
PHF7 -0.4081
VTA1 0.1179
PPHLN1 0.1271
MTFP1 0.1658
ZCCHC17 -0.4153
PDGFA 0.6456
SCLY 0.0849
VPS54 0.0879
ZNF581 0.05
SIRT7 0.1086
SIRT6 0.0441
PDGFB 0.1642
CINP 8e-04
RAB14 0.4607
CCRL1 -0.3965
PEX5L 0.6673
LGSN 0.1213
NT5DC3 -0.3932
PDGFRA -0.3885
RAB6B -0.3965
IL23A 0.1271
MBIP -0.0549
HDAC7 0.1271
ARMCX3 0.0416
TDP2 0.0817
UFM1 0.0909
PDGFRL 1.4321
FAM49B 0.5355
GDE1 0.3433
LARP7 -0.3711
ESF1 0.4424
PDE6B -0.3948
AZIN1 0.4948
PCF11 -0.405
MED15 0.6298
PIAS4 0.0441
PDGFRB 0.1066
TRIM33 0.1056
SRRT 0.5733
NBAS 0.0753
CUTA -0.3914
LSR 0.0441
ATP5G1 0.0818
PDHA1 0.0673
LIPT1 0.1011
NOP58 0.0894
METTL13 -0.2546
PIGT 0.3842
TRMT6 0.4424
ATP6V1H 0.2758
GET4 0.6456
PDHA2 -0.3711
DPH5 0.1248
ERGIC3 0.3842
TAF9B 0.4588
HMP19 0.3392
UBE2D4 0.6395
PDHB -0.4077
KLF13 -0.2762
CCZ1 0.6456
DYNC2LI1 0.085
SLC25A39 0.0818
PDK1 0.178
LUC7L2 -0.3989
OTUD6B -0.2702
RBMX2 0.0271
DHRS7 0.803
C14orf166 0.2392
SF3B14 0.0753
PDK2 0.0818
MRPL48 -0.4318
TMBIM4 0.1271
PPIL1 -0.3909
YPEL5 0.0753
FAM96B -0.0896
MRPS23 0.0818
PDK3 0.0673
MRPS33 -0.3989
PTRH2 0.0803
CHMP3 0.0879
CDK5RAP1 0.3842
RASD1 0.3673
STYXL1 0.0303
GINS2 -0.0714
PDK4 0.5733
MPC1 0.1179
FKBP7 0.178
ZFR 1.0112
ASB1 0.0849
ASB4 0.5733
NUB1 -0.4164
HSPB11 0.112
TMEM66 -0.386
ENPP1 0.1179
TPPP3 -0.0896
ASB2 8e-04
MPP6 0.6456
ENPP2 0.5355
SUFU 0.0934
OAZ3 0.0932
ENPP3 0.1179
LSM7 0.0441
NAA38 0.5733
CPSF3 0.0753
TRAPPC2L -0.0714
HECA 0.1179
VPS29 -0.0582
ATP5G2 0.1271
PDPK1 0.3364
CYB5R2 -0.1712
NLK 0.1526
PADI3 0.6821
ACSL5 0.0934
GPRC5B 0.3433
EMCN -0.3711
CYB5R1 -0.2478
ZNF44 0.0441
SELT 0.6914
RAB23 0.8535
CES1P1 -0.1034
CAB39 0.0849
SLC26A4 0.5733
UIMC1 0.3392
FBXO40 -0.3965
DNAJB11 0.6673
CMPK1 0.112
POLR3K 0.3364
WBP11 -0.3905
PDYN 0.4424
UPB1 0.544
MSRB1 0.3364
RAPGEF6 0.1066
GHRL -0.1088
PDZK1 0.1056
WWOX -6.2245
ARID4B -0.3169
CD244 0.0848
LUC7L3 0.0818
PECAM1 0.0803
RTEL1 0.4138
HIGD1B 0.0818
ERAP1 0.103
TMEM8B 0.4294
CDK12 0.0926
C9orf78 0.4607
SERPINF1 0.3247
SYT17 0.3433
ATP8A2 0.0909
RAB8B -0.2525
INPP5K 0.3247
GNG13 0.3364
MST4 0.0271
TM7SF3 -1.2215
RSF1 -0.405
ZAK 0.178
MYOZ2 -0.3832
PEG3 0.05
KDM3B 0.1066
PENK 0.2758
ATP5G3 0.178
ASIC5 -0.4196
SIX4 0.803
COQ3 0.1179
CALML5 -0.3871
TUBA8 0.579
PHAX 0.1066
GALNT7 -0.3848
CECR1 0.579
PEPD 0.0441
PER1 0.3252
PET112 -0.4121
PEX1 0.5733
PEX6 -0.3909
PEX7 0.1179
PEX10 -0.3401
PEX12 0.1526
PEX13 0.0879
PEX14 -0.4209
PF4 -0.3711
PF4V1 -0.3711
PFAS 0.3252
CFP -0.7777
ACP1 0.0711
PFDN1 0.1066
PFDN2 0.0848
PFDN4 0.4138
PFDN5 0.1271
ATP8B1 -1.0198
PFKFB1 -0.7532
PFKFB2 -0.2478
PFKFB3 -0.3871
ATP5I -0.3948
PFKFB4 -0.4081
PFKL -0.3747
VIT 0.0987
PFKM 0.1271
PFKP -0.3871
PFN1 0.3247
PFN2 0.6914
CDK14 0.5733
ATP5J 0.0805
PGA5 0.0739
PGAM1 0.0934
PGAM2 0.6395
PGC -0.3909
PGD -0.4209
PGF 0.9372
